City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Decription
223,223,Chesley,CA,2022-03-12 17:38:53,44.2966,-81.0952,20.79,81,100,21.45,light snow
224,224,Dudinka,RU,2022-03-12 17:38:53,69.4058,86.1778,-23.57,100,26,7.94,scattered clouds
225,225,Kasongo-Lunda,CD,2022-03-12 17:38:54,-6.4667,16.8167,71.53,98,90,2.77,heavy intensity rain
226,226,Ahipara,NZ,2022-03-12 17:38:54,-35.1667,173.1667,66.7,91,99,3.62,overcast clouds
227,227,Bengkulu,ID,2022-03-12 17:38:55,-3.8004,102.2655,76.39,91,92,4.41,moderate rain
228,228,Constitucion,CL,2022-03-12 17:38:55,-35.3333,-72.4167,68.63,61,5,6.24,clear sky
229,229,Sitka,US,2022-03-12 17:38:55,57.0531,-135.33,39.09,87,100,5.75,light rain
230,230,Ponta Do Sol,PT,2022-03-12 17:39:55,32.6667,-17.1,68.0,68,97,11.03,overcast clouds
231,231,Caceres,ES,2022-03-12 17:39:56,39.522,-6.3748,52.09,87,100,9.48,light rain
232,232,Krasnomayskiy,RU,2022-03-12 17:39:56,57.6194,34.4099,21.51,99,71,2.84,broken clouds
233,233,Nagarote,NI,2022-03-12 17:39:57,12.2659,-86.5647,89.28,33,5,5.21,clear sky
234,234,Soyo,AO,2022-03-12 17:39:57,-6.1349,12.3689,81.14,77,100,6.78,overcast clouds
235,235,Kui Buri,TH,2022-03-12 17:39:57,12.0828,99.8543,77.95,77,97,5.48,overcast clouds
236,236,Baykit,RU,2022-03-12 17:39:58,61.67,96.37,-19.25,99,93,3.18,overcast clouds
237,237,Lavrentiya,RU,2022-03-12 17:39:58,65.5833,-171.0,1.62,80,3,8.43,clear sky
238,238,Namibe,AO,2022-03-12 17:39:59,-15.1961,12.1522,73.44,81,92,13.6,overcast clouds
239,239,Carnarvon,AU,2022-03-12 17:39:59,-24.8667,113.6333,75.27,83,4,12.66,clear sky
240,240,Niamey,NE,2022-03-12 17:40:00,13.5137,2.1098,98.89,9,31,6.91,dust
241,241,Tomatlan,MX,2022-03-12 17:40:00,19.9333,-105.25,84.27,36,0,8.68,clear sky
242,242,East London,ZA,2022-03-12 17:35:06,-33.0153,27.9116,83.34,74,0,5.75,clear sky
243,243,Vanavara,RU,2022-03-12 17:40:01,60.34,102.2797,-19.07,100,95,1.81,overcast clouds
244,244,Majene,ID,2022-03-12 17:40:01,-3.5403,118.9707,78.55,86,100,4.97,moderate rain
245,245,La Ciotat,FR,2022-03-12 17:40:02,43.1748,5.6045,54.79,72,100,29.84,light rain
246,246,Fortuna,US,2022-03-12 17:40:02,40.5982,-124.1573,59.94,39,0,14.97,clear sky
247,247,Iqaluit,CA,2022-03-12 17:40:03,63.7506,-68.5145,-16.87,68,20,2.3,few clouds
248,248,Saskylakh,RU,2022-03-12 17:40:03,71.9167,114.0833,-15.68,99,100,2.84,overcast clouds
249,249,Lorengau,PG,2022-03-12 17:40:04,-2.0226,147.2712,81.55,75,76,6.02,broken clouds
250,250,College,US,2022-03-12 17:36:02,64.8569,-147.8028,6.48,86,3,4.61,clear sky
251,251,Mackay,AU,2022-03-12 17:40:04,-21.15,149.2,80.58,69,75,20.71,broken clouds
252,252,Daud Khel,PK,2022-03-12 17:40:04,32.875,71.5701,73.96,35,72,3.49,broken clouds
253,253,Champerico,GT,2022-03-12 17:40:05,14.3,-91.9167,90.14,58,11,16.02,few clouds
254,254,Cochabamba,BO,2022-03-12 17:39:37,-17.3895,-66.1568,71.35,54,75,5.01,broken clouds
255,255,Wanaka,NZ,2022-03-12 17:37:53,-44.7,169.15,53.11,82,60,2.71,broken clouds
256,256,Tabuk,PH,2022-03-12 17:40:06,17.4189,121.4443,71.62,91,100,0.09,overcast clouds
257,257,Las Cruces,US,2022-03-12 17:38:42,32.3123,-106.7783,52.0,48,0,4.0,clear sky
258,258,Ayr,GB,2022-03-12 17:40:07,55.4627,-4.6339,45.93,76,20,13.8,few clouds
259,259,Jacksonville,US,2022-03-12 17:38:12,30.3322,-81.6556,64.51,63,40,26.46,scattered clouds
260,260,Bollnas,SE,2022-03-12 17:40:07,61.3482,16.3946,30.94,85,100,3.89,overcast clouds
261,261,Cangucu,BR,2022-03-12 17:40:07,-31.395,-52.6756,74.41,35,0,5.93,clear sky
262,262,Charters Towers,AU,2022-03-12 17:40:08,-20.1,146.2667,72.12,87,31,9.44,scattered clouds
263,263,Aykhal,RU,2022-03-12 17:40:08,66.0,111.5,-22.81,100,96,1.19,overcast clouds
264,264,Soe,ID,2022-03-12 17:40:09,-9.8607,124.284,67.05,94,99,3.44,overcast clouds
265,265,Camana,PE,2022-03-12 17:40:09,-16.6228,-72.7111,76.26,74,79,8.23,broken clouds
266,266,Berberati,CF,2022-03-12 17:40:09,4.2612,15.7922,75.29,66,90,4.5,overcast clouds
267,267,Waounde,SN,2022-03-12 17:40:10,15.2637,-12.8682,99.75,7,0,10.47,clear sky
268,268,Great Malvern,GB,2022-03-12 17:40:10,52.1116,-2.3252,50.77,71,87,8.99,overcast clouds
269,269,Madison Heights,US,2022-03-12 17:40:11,42.4859,-83.1052,23.27,55,100,20.71,overcast clouds
270,270,Pevek,RU,2022-03-12 17:40:13,69.7008,170.3133,-12.01,100,98,2.93,overcast clouds
271,271,Sambava,MG,2022-03-12 17:40:14,-14.2667,50.1667,78.12,87,100,10.36,light rain
272,272,Panaba,MX,2022-03-12 17:40:14,21.2833,-88.2667,91.9,39,6,13.38,clear sky
273,273,Nanortalik,GL,2022-03-12 17:40:15,60.1432,-45.2371,15.17,76,100,43.55,light snow
274,274,Zafarwal,PK,2022-03-12 17:40:15,32.3463,74.8999,65.91,54,62,4.14,broken clouds
275,275,Torata,PE,2022-03-12 17:40:15,-17.0769,-70.8433,63.1,69,95,8.84,overcast clouds
276,276,Narsaq,GL,2022-03-12 17:40:16,60.9167,-46.05,17.82,78,100,7.0,overcast clouds
277,277,Codrington,AU,2022-03-12 17:40:16,-38.2667,141.9667,52.84,92,0,7.92,clear sky
278,278,Beloha,MG,2022-03-12 17:40:16,-25.1667,45.05,76.14,77,10,17.27,clear sky
279,279,Charlestown,AU,2022-03-12 17:41:17,-32.95,151.6667,63.73,91,46,1.01,scattered clouds
280,280,Swan Hill,AU,2022-03-12 17:41:17,-35.3378,143.5544,67.46,69,23,6.58,few clouds
281,281,Dodola,ET,2022-03-12 17:41:18,6.9833,39.1833,58.59,47,100,6.4,overcast clouds
282,282,Denizli,TR,2022-03-12 17:41:18,37.8402,29.0698,27.48,69,55,7.49,broken clouds
283,283,Buchanan,LR,2022-03-12 17:37:35,5.8808,-10.0467,82.98,73,100,7.02,overcast clouds
284,284,Roma,US,2022-03-12 17:40:37,43.2128,-75.4557,25.52,83,100,21.99,snow
285,285,Saint Anthony,US,2022-03-12 17:41:18,45.0205,-93.218,15.04,49,17,3.0,few clouds
286,286,Nome,US,2022-03-12 17:41:19,64.5011,-165.4064,21.27,38,0,19.57,clear sky
287,287,Ukiah,US,2022-03-12 17:41:19,39.1502,-123.2078,61.65,38,0,0.0,clear sky
288,288,Port Shepstone,ZA,2022-03-12 17:41:20,-30.7414,30.455,77.14,83,30,22.53,scattered clouds
289,289,Lompoc,US,2022-03-12 17:41:20,34.6391,-120.4579,67.12,35,0,6.91,clear sky
290,290,Tougue,GN,2022-03-12 17:41:20,11.4667,-11.6,93.79,11,57,5.99,broken clouds
291,291,Wallaceburg,CA,2022-03-12 17:41:21,42.593,-82.3885,21.97,45,88,19.46,overcast clouds
292,292,Kurilsk,RU,2022-03-12 17:41:21,45.2333,147.8833,31.17,98,100,13.06,snow
293,293,Klaksvik,FO,2022-03-12 17:41:21,62.2266,-6.589,43.72,90,100,7.52,overcast clouds
294,294,Fontenay-Le-Comte,FR,2022-03-12 17:41:22,46.5833,-1.0,55.04,89,60,14.88,broken clouds
295,295,Shebalino,RU,2022-03-12 17:41:22,51.2917,85.6772,16.56,96,100,2.39,light snow
296,296,Puksoozero,RU,2022-03-12 17:41:23,62.5903,40.6066,29.14,98,100,4.03,overcast clouds
297,297,Fairbanks,US,2022-03-12 17:37:32,64.8378,-147.7164,6.49,87,3,4.29,clear sky
298,298,Bahia Blanca,AR,2022-03-12 17:41:23,-38.7196,-62.2724,81.84,20,8,8.01,clear sky
299,299,San Carlos,VE,2022-03-12 17:41:23,9.6612,-68.5827,91.06,46,100,0.51,overcast clouds
300,300,Challapata,BO,2022-03-12 17:41:24,-18.9,-66.7667,54.82,52,97,4.83,overcast clouds
301,301,Grasten,DK,2022-03-12 17:41:24,54.9192,9.5952,43.99,61,58,13.8,broken clouds
302,302,Padang,ID,2022-03-12 17:41:24,-0.9492,100.3543,80.65,88,99,3.02,overcast clouds
303,303,Faanui,PF,2022-03-12 17:41:25,-16.4833,-151.75,81.73,71,100,12.15,light rain
304,304,Coahuayana,MX,2022-03-12 17:41:25,18.7333,-103.6833,86.07,37,8,7.31,clear sky
305,305,Lagoa,PT,2022-03-12 17:41:25,39.05,-27.9833,57.2,60,89,12.57,overcast clouds
306,306,Northam,GB,2022-03-12 17:41:26,51.0333,-4.2167,46.62,89,100,32.3,moderate rain
307,307,Kahului,US,2022-03-12 17:39:37,20.8947,-156.47,75.85,68,20,11.5,few clouds
308,308,Bethel,US,2022-03-12 17:40:55,41.3712,-73.414,33.49,89,100,12.66,snow
309,309,Mlonggo,ID,2022-03-12 17:41:26,-6.5333,110.7,78.93,88,100,6.8,overcast clouds
310,310,Beroroha,MG,2022-03-12 17:41:26,-21.6667,45.1667,78.21,69,99,4.85,overcast clouds
311,311,Yumen,CN,2022-03-12 17:41:27,40.2833,97.2,49.69,21,98,12.33,overcast clouds
312,312,Dustlik,UZ,2022-03-12 17:41:27,40.5247,68.0358,59.18,76,100,8.25,overcast clouds
313,313,Murdochville,CA,2022-03-12 17:41:28,48.9583,-65.5006,29.28,98,100,4.27,snow
314,314,Mae Tha,TH,2022-03-12 17:41:30,18.4646,99.1403,86.45,40,87,1.28,overcast clouds
315,315,Huarmey,PE,2022-03-12 17:41:31,-10.0681,-78.1522,77.88,71,74,8.93,broken clouds
316,316,Sibolga,ID,2022-03-12 17:41:31,1.7427,98.7792,76.87,88,84,2.73,broken clouds
317,317,Mchinji,MW,2022-03-12 17:41:32,-13.7984,32.8802,63.14,98,78,4.43,broken clouds
318,318,Mount Gambier,AU,2022-03-12 17:41:32,-37.8333,140.7667,49.91,87,0,4.61,clear sky
319,319,Ust-Nera,RU,2022-03-12 17:41:33,64.5667,143.2,-10.48,96,100,3.71,overcast clouds
320,320,Richards Bay,ZA,2022-03-12 17:41:33,-28.783,32.0377,76.44,80,0,11.1,clear sky
321,321,Cabedelo,BR,2022-03-12 17:41:33,-6.9811,-34.8339,86.67,66,90,10.45,overcast clouds
322,322,Isiro,CD,2022-03-12 17:41:34,2.7739,27.616,69.64,90,96,3.76,overcast clouds
323,323,Oktyabrskoye,RU,2022-03-12 17:42:34,43.0645,44.7417,26.74,86,40,2.24,scattered clouds
324,324,Tuatapere,NZ,2022-03-12 17:42:34,-46.1333,167.6833,48.2,90,9,3.91,clear sky
325,325,Kidal,ML,2022-03-12 17:42:35,18.4411,1.4078,85.78,8,0,5.68,clear sky
326,326,Talnakh,RU,2022-03-12 17:42:35,69.4865,88.3972,-23.15,96,40,7.25,scattered clouds
327,327,Chililabombwe,ZM,2022-03-12 17:42:35,-12.3648,27.8229,63.52,95,100,3.44,moderate rain
328,328,Foso,GH,2022-03-12 17:42:36,5.7012,-1.2866,83.1,67,75,8.1,broken clouds
329,329,Ambatondrazaka,MG,2022-03-12 17:42:36,-17.8333,48.4167,66.69,92,75,5.37,broken clouds
330,330,Sabang,ID,2022-03-12 17:42:37,5.8933,95.3214,82.81,74,70,6.69,broken clouds
331,331,Bundaberg,AU,2022-03-12 17:42:37,-24.85,152.35,66.49,92,40,6.91,scattered clouds
332,332,Borovskoy,KZ,2022-03-12 17:42:37,53.8,64.15,0.09,98,56,9.08,broken clouds
333,333,Goderich,CA,2022-03-12 17:41:20,43.7501,-81.7165,21.9,53,100,17.27,overcast clouds
334,334,Epe,NG,2022-03-12 17:42:38,6.5841,3.9834,81.82,81,100,10.67,overcast clouds
335,335,The Valley,AI,2022-03-12 17:42:38,18.217,-63.0578,82.81,65,75,23.02,haze
336,336,Adrar,MR,2022-03-12 17:42:39,20.5022,-10.0711,82.63,6,0,10.96,clear sky
337,337,Gamba,GA,2022-03-12 17:42:23,-2.65,10.0,78.57,86,99,3.6,moderate rain
338,338,Tibasosa,CO,2022-03-12 17:42:39,5.75,-73.0,62.94,74,100,4.59,overcast clouds
339,339,Kalmunai,LK,2022-03-12 17:42:39,7.4167,81.8167,78.69,86,71,7.61,broken clouds
340,340,Puerto Escondido,MX,2022-03-12 17:42:40,15.85,-97.0667,81.43,78,40,13.8,scattered clouds
341,341,Oxford,GB,2022-03-12 17:41:34,51.7522,-1.256,51.19,69,20,20.71,few clouds
342,342,Hofn,IS,2022-03-12 17:42:40,64.2539,-15.2082,41.32,63,58,16.17,light rain
343,343,Isetskoye,RU,2022-03-12 17:42:40,56.4858,65.3226,-14.94,100,21,4.03,few clouds
344,344,Matara,LK,2022-03-12 17:42:41,5.9485,80.5353,77.36,85,68,1.32,moderate rain
345,345,Cherskiy,RU,2022-03-12 17:42:41,68.75,161.3,-6.68,100,100,8.03,overcast clouds
346,346,Araouane,ML,2022-03-12 17:42:42,18.9048,-3.5265,83.28,8,0,10.04,clear sky
347,347,Vestmannaeyjar,IS,2022-03-12 17:38:22,63.4427,-20.2734,38.39,75,20,20.71,light rain
348,348,Bhongir,IN,2022-03-12 17:42:42,17.5108,78.8889,79.0,35,24,1.07,few clouds
349,349,Yarmouth,US,2022-03-12 17:42:43,41.7057,-70.2286,53.96,96,100,8.05,heavy intensity rain
350,350,Jiblah,YE,2022-03-12 17:42:43,13.9216,44.1467,62.15,56,65,2.33,broken clouds
351,351,Coos Bay,US,2022-03-12 17:42:43,43.3665,-124.2179,50.14,93,20,8.05,few clouds
352,352,Lusambo,CD,2022-03-12 17:42:44,-4.9667,23.45,70.45,98,100,3.4,overcast clouds
353,353,Douglas,US,2022-03-12 17:42:44,41.3,-96.167,28.36,36,0,12.66,clear sky
354,354,Gornyy,RU,2022-03-12 17:42:45,55.1153,83.9059,-10.93,99,11,5.86,few clouds
355,355,Sola,VU,2022-03-12 17:42:45,-13.8833,167.55,81.59,73,67,3.56,broken clouds
356,356,Tahoua,NE,2022-03-12 17:42:45,14.8888,5.2692,93.18,16,29,11.5,dust
357,357,Nikki,BJ,2022-03-12 17:42:46,9.9401,3.2108,95.31,21,44,1.36,scattered clouds
358,358,Yartsevo,RU,2022-03-12 17:42:46,55.0667,32.6964,27.82,96,99,5.23,overcast clouds
359,359,Bodden Town,KY,2022-03-12 17:42:47,19.2833,-81.25,86.0,65,20,8.05,few clouds
360,360,Moron,AR,2022-03-12 17:42:47,-34.6534,-58.6198,77.02,47,0,3.44,clear sky
361,361,Guerrero Negro,MX,2022-03-12 17:42:47,27.9769,-114.0611,70.3,20,55,5.86,broken clouds
362,362,Wajid,SO,2022-03-12 17:42:48,3.8093,43.2471,87.57,20,94,12.64,overcast clouds
363,363,Vigrestad,NO,2022-03-12 17:42:48,58.5667,5.7,44.28,70,86,30.31,overcast clouds
364,364,Rundu,,2022-03-12 17:42:48,-17.9333,19.7667,73.0,66,100,5.77,overcast clouds
365,365,Szabadbattyan,HU,2022-03-12 17:42:49,47.119,18.3682,38.89,39,30,5.39,scattered clouds
366,366,Kilrush,IE,2022-03-12 17:42:49,52.6397,-9.4833,42.55,92,100,18.66,overcast clouds
367,367,Miramar,US,2022-03-12 17:42:50,25.9873,-80.2323,90.01,59,40,25.32,scattered clouds
368,368,Nago,JP,2022-03-12 17:42:50,26.5881,127.9761,67.05,66,48,10.16,scattered clouds
369,369,Aurad,IN,2022-03-12 17:42:51,18.25,77.4333,82.2,27,69,7.4,broken clouds
370,370,Kijang,KR,2022-03-12 17:43:51,35.2442,129.2139,62.33,93,100,12.39,overcast clouds
371,371,Kenora,CA,2022-03-12 17:43:51,49.8167,-94.4337,0.77,60,100,15.01,overcast clouds
372,372,Zheleznodorozhnyy,RU,2022-03-12 17:42:00,55.7503,38.0042,28.92,92,100,5.75,overcast clouds
373,373,Tazovskiy,RU,2022-03-12 17:43:52,67.4667,78.7,-13.04,99,13,9.8,few clouds
374,374,Raga,SS,2022-03-12 17:43:52,8.4596,25.678,84.36,16,100,4.85,overcast clouds
375,375,Chilliwack,CA,2022-03-12 17:38:59,49.1747,-121.9443,43.11,92,100,4.61,overcast clouds
376,376,Caravelas,BR,2022-03-12 17:43:53,-17.7125,-39.2481,85.84,57,2,9.31,clear sky
377,377,Warrnambool,AU,2022-03-12 17:43:53,-38.3833,142.4833,55.81,90,1,8.81,clear sky
378,378,Dongsheng,CN,2022-03-12 17:43:53,39.8161,109.9776,42.49,36,82,8.84,broken clouds
379,379,Farah,AF,2022-03-12 17:43:54,32.5,62.5,74.34,29,41,3.98,scattered clouds
380,380,Kaseda,JP,2022-03-12 17:43:54,31.4167,130.3167,60.04,77,37,8.68,scattered clouds
381,381,Columbus,US,2022-03-12 17:43:54,39.9612,-82.9988,24.33,59,75,23.02,broken clouds
382,382,Gwadar,PK,2022-03-12 17:43:55,25.1216,62.3254,77.65,67,56,7.56,broken clouds
383,383,Hobyo,SO,2022-03-12 17:43:55,5.3505,48.5268,78.6,69,88,14.76,overcast clouds
384,384,Cedar City,US,2022-03-12 17:41:35,37.6775,-113.0619,43.39,48,0,0.0,clear sky
385,385,Mococa,BR,2022-03-12 17:43:55,-21.4678,-47.0047,81.03,63,93,5.39,overcast clouds
386,386,Jalu,LY,2022-03-12 17:43:56,29.0331,21.5482,59.07,39,0,7.16,clear sky
387,387,Xinmin,CN,2022-03-12 17:43:56,41.9908,122.8253,36.07,93,73,7.07,broken clouds
388,388,Algiers,DZ,2022-03-12 17:39:04,36.7525,3.042,60.62,63,40,8.05,scattered clouds
389,389,Puerto Suarez,BO,2022-03-12 17:43:57,-18.95,-57.8,79.36,78,100,5.75,overcast clouds
390,390,Bardiyah,LY,2022-03-12 17:43:58,31.7561,25.0865,56.14,60,73,14.41,broken clouds
391,391,Srednekolymsk,RU,2022-03-12 17:43:58,67.45,153.6833,-10.48,95,97,5.77,overcast clouds
392,392,Kokomo,US,2022-03-12 17:40:19,40.4864,-86.1336,20.19,61,100,19.57,overcast clouds
393,393,Uvalde,US,2022-03-12 17:43:59,29.3669,-99.767,50.41,16,0,4.61,clear sky
394,394,Hokitika,NZ,2022-03-12 17:42:24,-42.7167,170.9667,55.9,76,0,5.32,clear sky
395,395,Margate,GB,2022-03-12 17:43:59,51.3813,1.3862,51.31,71,13,4.0,few clouds
396,396,Shintomi,JP,2022-03-12 17:44:00,32.0785,131.4723,55.0,86,20,4.68,few clouds
397,397,Ornskoldsvik,SE,2022-03-12 17:44:00,63.2909,18.7153,27.55,100,97,2.3,overcast clouds
398,398,Kieta,PG,2022-03-12 17:44:00,-6.2167,155.6333,76.96,77,39,1.1,scattered clouds
399,399,Mahajanga,MG,2022-03-12 17:44:01,-15.7167,46.3167,75.22,88,75,13.8,thunderstorm with light rain
400,400,Cabra,ES,2022-03-12 17:44:01,37.4725,-4.4421,56.19,65,100,4.81,overcast clouds
401,401,Naze,JP,2022-03-12 17:44:01,28.3667,129.4833,62.13,78,23,10.13,few clouds
402,402,West Odessa,US,2022-03-12 17:44:02,31.8424,-102.4988,44.69,38,0,16.11,clear sky
403,403,Gold Coast,AU,2022-03-12 17:44:03,-28.0,153.4333,70.0,88,40,6.91,scattered clouds
404,404,Tahe,CN,2022-03-12 17:44:03,52.3333,124.7333,5.79,96,100,2.89,overcast clouds
405,405,Maniitsoq,GL,2022-03-12 17:44:04,65.4167,-52.9,0.82,89,100,10.36,overcast clouds
406,406,Williston,US,2022-03-12 17:44:04,48.147,-103.618,48.81,54,89,5.01,overcast clouds
407,407,Taywarah,AF,2022-03-12 17:44:04,33.35,64.4167,44.46,59,36,4.36,scattered clouds
408,408,Sapa,PH,2022-03-12 17:44:05,5.1544,120.3241,81.03,80,43,3.89,scattered clouds
409,409,Timra,SE,2022-03-12 17:44:05,62.487,17.3257,31.68,86,100,2.3,overcast clouds
410,410,Pisco,PE,2022-03-12 17:44:05,-13.7,-76.2167,75.25,73,0,9.22,clear sky
411,411,Turukhansk,RU,2022-03-12 17:44:06,65.8167,87.9833,-18.06,99,63,7.18,broken clouds
412,412,Mae Chan,TH,2022-03-12 17:44:06,20.1467,99.8526,78.46,51,77,1.07,broken clouds
413,413,Vila Velha,BR,2022-03-12 17:44:06,-20.3297,-40.2925,87.75,72,20,18.41,few clouds
414,414,Ibra,OM,2022-03-12 17:44:07,22.6906,58.5334,77.11,31,5,3.38,clear sky
415,415,Vuktyl,RU,2022-03-12 17:39:08,63.8567,57.3094,21.78,95,100,11.39,light snow
416,416,Inirida,CO,2022-03-12 17:44:07,3.8653,-67.9239,87.3,62,100,0.78,overcast clouds
417,417,Black River,JM,2022-03-12 17:44:07,18.0264,-77.8487,86.5,52,0,19.39,clear sky
418,418,Cattolica,IT,2022-03-12 17:44:02,43.9575,12.7376,45.88,60,23,4.0,few clouds
419,419,Trairi,BR,2022-03-12 17:45:08,-3.2778,-39.2689,82.33,72,99,6.2,overcast clouds
420,420,Robore,BO,2022-03-12 17:45:09,-18.3333,-59.75,69.89,100,100,0.0,light intensity drizzle
421,421,Shchigry,RU,2022-03-12 17:45:09,51.8755,36.9043,24.62,97,100,1.99,overcast clouds
422,422,Biak,ID,2022-03-12 17:45:09,-0.9131,122.8766,75.74,88,97,2.33,overcast clouds
423,423,Manokwari,ID,2022-03-12 17:45:10,-0.8667,134.0833,78.66,81,69,1.1,broken clouds
424,424,Natal,BR,2022-03-12 17:45:10,-5.795,-35.2094,86.65,70,40,17.27,scattered clouds
425,425,Yasnyy,RU,2022-03-12 17:45:11,51.0333,59.8742,-0.71,97,98,10.56,overcast clouds
426,426,Westport,US,2022-03-12 17:45:11,41.1415,-73.3579,35.74,87,100,23.02,light rain
427,427,Novyy Urgal,RU,2022-03-12 17:45:11,51.0736,132.5642,3.63,98,94,1.14,overcast clouds
428,428,Ishigaki,JP,2022-03-12 17:45:12,24.3448,124.1572,70.39,67,2,14.05,clear sky
429,429,Tank,PK,2022-03-12 17:44:27,32.2217,70.3793,77.85,39,96,5.61,overcast clouds
430,430,Kloulklubed,PW,2022-03-12 17:45:12,7.0419,134.2556,79.3,81,96,12.46,overcast clouds
431,431,Qasigiannguit,GL,2022-03-12 17:45:12,68.8193,-51.1922,5.25,93,100,2.64,overcast clouds
432,432,Mto Wa Mbu,TZ,2022-03-12 17:45:13,-3.35,35.85,75.58,49,100,2.08,overcast clouds
433,433,Shubarkuduk,KZ,2022-03-12 17:45:13,49.1447,56.4872,6.37,93,93,8.75,overcast clouds
434,434,Victor Harbor,AU,2022-03-12 17:45:14,-35.5667,138.6167,62.85,56,0,6.13,clear sky
435,435,Potchefstroom,ZA,2022-03-12 17:45:14,-26.7167,27.1,70.84,56,94,5.12,overcast clouds
436,436,Vanimo,PG,2022-03-12 17:45:14,-2.6741,141.3028,78.19,87,69,4.32,broken clouds
437,437,Cavalcante,BR,2022-03-12 17:45:15,-13.7975,-47.4583,80.62,65,68,4.43,broken clouds
438,438,Netrakona,BD,2022-03-12 17:45:15,24.8833,90.7167,70.38,31,55,5.91,broken clouds
439,439,Guadalupe Y Calvo,MX,2022-03-12 17:45:15,26.1,-106.9667,63.23,12,61,2.59,broken clouds
440,440,Laranjeiras,BR,2022-03-12 17:41:11,-10.8064,-37.17,85.62,55,100,10.89,overcast clouds
441,441,Palana,RU,2022-03-12 17:45:16,59.1167,159.9667,1.26,92,6,5.1,clear sky
442,442,San Marcos,US,2022-03-12 17:45:16,33.1434,-117.1661,74.28,23,0,1.99,clear sky
443,443,Zemetchino,RU,2022-03-12 17:45:17,53.4973,42.6163,8.87,91,100,1.52,overcast clouds
444,444,Tiszaluc,HU,2022-03-12 17:45:17,48.0333,21.0833,35.69,33,18,2.75,few clouds
