City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Camacha,PT,2022-03-06 19:02:45,33.0833,-16.3333,60.53,67,40,12.66
275,Asmar,AF,2022-03-06 19:02:46,35.0333,71.3581,49.62,91,100,6.29
276,Pietersburg,ZA,2022-03-06 19:02:46,-23.9045,29.4688,61.2,69,31,8.77
277,Motema,SL,2022-03-06 19:02:46,8.6,-11.0333,85.23,45,69,4.88
278,Pangnirtung,CA,2022-03-06 19:02:47,66.1451,-65.7125,-10.79,99,98,2.95
279,Saint George,US,2022-03-06 18:58:42,37.1041,-113.5841,50.95,35,52,4.0
280,Bathsheba,BB,2022-03-06 19:02:47,13.2167,-59.5167,79.81,67,100,19.64
281,Dunda,TZ,2022-03-06 19:02:48,-8.1167,34.25,65.43,96,100,2.73
282,Geraldton,AU,2022-03-06 19:02:48,-28.7667,114.6,68.41,68,83,8.05
283,Inta,RU,2022-03-06 19:02:49,66.0317,60.1659,-26.99,100,44,7.07
284,Husainabad,IN,2022-03-06 19:02:49,24.5333,84.0167,66.76,25,0,2.26
285,Narragansett,US,2022-03-06 19:02:50,41.4501,-71.4495,62.65,84,100,12.66
286,Praia Da Vitoria,PT,2022-03-06 19:02:50,38.7333,-27.0667,61.75,95,100,22.24
287,Longyearbyen,SJ,2022-03-06 19:02:50,78.2186,15.6401,24.64,74,0,8.05
288,Gushikawa,JP,2022-03-06 19:02:51,26.3544,127.8686,61.83,72,100,4.94
289,Gorontalo,ID,2022-03-06 19:02:51,0.5412,123.0595,75.94,94,95,3.67
290,Raudeberg,NO,2022-03-06 19:02:52,61.9875,5.1352,41.2,85,100,17.56
291,Manggar,ID,2022-03-06 19:02:52,-2.8833,108.2667,78.12,84,100,4.36
292,Halifax,CA,2022-03-06 19:00:25,44.6453,-63.5724,35.42,96,100,13.0
293,La Ronge,CA,2022-03-06 19:02:53,55.1001,-105.2842,22.96,84,93,7.05
294,Ngunguru,NZ,2022-03-06 19:02:53,-35.6167,174.5,63.16,83,100,10.76
295,Lata,PT,2022-03-06 19:02:54,40.1629,-8.3327,52.81,63,5,3.53
296,Bredasdorp,ZA,2022-03-06 19:02:54,-34.5322,20.0403,69.28,84,0,4.59
297,Port Blair,IN,2022-03-06 19:01:33,11.6667,92.75,81.18,57,50,4.32
298,Bacolod,PH,2022-03-06 19:02:55,10.6667,122.95,76.19,85,100,12.01
299,San Miguel,SV,2022-03-06 19:01:18,13.4833,-88.1833,99.84,22,12,5.39
300,Dolgorukovo,RU,2022-03-06 19:02:56,52.3195,38.3453,18.21,94,82,10.27
301,Gotsu,JP,2022-03-06 19:02:56,35.0,132.2167,37.78,60,100,6.71
302,Bandar-E Lengeh,IR,2022-03-06 19:02:56,26.5579,54.8807,71.64,71,100,13.15
303,Araouane,ML,2022-03-06 19:02:57,18.9048,-3.5265,76.68,12,77,10.33
304,Gladstone,AU,2022-03-06 19:02:57,-23.85,151.25,75.13,88,100,8.05
305,Palatka,US,2022-03-06 19:00:26,29.6486,-81.6376,88.99,49,2,8.81
306,San Quintin,MX,2022-03-06 19:02:58,30.4833,-115.95,59.31,50,1,15.86
307,Buraydah,SA,2022-03-06 19:02:58,26.326,43.975,81.61,19,91,14.65
308,Srednekolymsk,RU,2022-03-06 19:02:59,67.45,153.6833,-32.6,100,87,5.41
309,Phangnga,TH,2022-03-06 19:02:59,8.4509,98.5298,86.95,93,100,3.11
310,Dongsheng,CN,2022-03-06 19:03:00,39.8161,109.9776,28.36,39,0,3.2
311,Grevesmuhlen,DE,2022-03-06 19:03:00,53.8667,11.1833,34.72,83,9,6.04
312,Nova Russas,BR,2022-03-06 19:01:48,-4.7067,-40.5631,76.42,86,100,3.44
313,Dwarka,IN,2022-03-06 19:03:01,22.2394,68.9678,73.8,70,7,11.65
314,Port Hardy,CA,2022-03-06 19:00:02,50.6996,-127.4199,50.76,81,100,8.05
315,Cidreira,BR,2022-03-06 19:03:01,-30.1811,-50.2056,76.48,95,100,12.48
316,Gimli,CA,2022-03-06 19:04:02,50.6336,-96.9907,26.13,77,100,12.15
317,Olinda,BR,2022-03-06 19:04:02,-8.0089,-34.8553,83.93,70,40,12.66
318,Tazmalt,DZ,2022-03-06 19:04:03,36.3868,4.3989,47.25,88,98,2.53
319,Fairbanks,US,2022-03-06 19:04:03,64.8378,-147.7164,26.94,77,100,10.36
320,Colares,PT,2022-03-06 19:04:04,38.7992,-9.4469,55.76,56,20,24.0
321,Ostrovnoy,RU,2022-03-06 19:04:04,68.0531,39.5131,8.87,90,99,6.93
322,Zyryanka,RU,2022-03-06 19:04:05,65.75,150.85,-31.31,100,100,1.43
323,Aranos,NA,2022-03-06 19:04:05,-24.1333,19.1167,66.63,70,100,17.07
324,Chikodi,IN,2022-03-06 19:04:06,16.4333,74.6,76.95,34,41,4.65
325,Lukovetskiy,RU,2022-03-06 19:04:06,64.2956,41.9211,8.58,91,99,7.36
326,Christchurch,NZ,2022-03-06 19:04:07,-43.5333,172.6333,61.95,82,75,11.5
327,Liyang,CN,2022-03-06 19:04:07,29.7057,118.2862,44.24,94,100,2.68
328,Sangar,RU,2022-03-06 19:04:07,63.9242,127.4739,2.5,84,100,8.9
329,Todos Santos,MX,2022-03-06 19:04:08,23.45,-110.2167,81.19,33,0,10.18
330,Saldanha,ZA,2022-03-06 19:04:08,-33.0117,17.9442,66.15,93,0,18.07
331,Mantua,IT,2022-03-06 19:04:09,45.1667,10.7833,45.7,59,56,1.01
332,Dennery,LC,2022-03-06 19:04:09,13.8996,-60.8879,78.31,71,75,20.31
333,Klaksvik,FO,2022-03-06 19:04:10,62.2266,-6.589,45.52,90,100,32.32
334,Santa Fe,AR,2022-03-06 19:01:56,-31.6333,-60.7,80.56,78,75,5.75
335,North Bend,US,2022-03-06 19:04:10,43.4065,-124.2243,50.86,83,100,8.05
336,Semme,FR,2022-03-06 19:04:11,46.1963,1.5007,39.61,72,0,5.44
337,Charlestown,AU,2022-03-06 19:00:15,-32.95,151.6667,74.73,98,100,3.0
338,Palana,RU,2022-03-06 19:04:11,59.1167,159.9667,1.87,97,100,5.41
339,Annonay,FR,2022-03-06 19:04:12,45.2397,4.6708,39.87,61,0,5.12
340,Kavaratti,IN,2022-03-06 19:04:12,10.5669,72.642,82.54,65,100,5.26
341,Varhaug,NO,2022-03-06 19:04:13,58.6147,5.6457,40.55,81,65,13.35
342,Yulara,AU,2022-03-06 19:04:13,-25.2406,130.9889,72.32,47,1,9.62
343,Abashiri,JP,2022-03-06 19:04:13,44.0213,144.2697,27.95,89,100,29.33
344,Tefe,BR,2022-03-06 19:00:19,-3.3542,-64.7114,77.77,83,100,2.28
345,Ypsonas,CY,2022-03-06 19:04:14,34.6884,32.9574,56.25,71,0,3.44
346,Lazaro Cardenas,MX,2022-03-06 19:00:03,17.9583,-102.2,84.02,49,10,9.26
347,Aban,RU,2022-03-06 19:04:15,56.67,96.06,34.18,86,100,12.48
348,Pevek,RU,2022-03-06 19:04:15,69.7008,170.3133,-29.06,99,22,1.68
349,Lipin Bor,RU,2022-03-06 19:04:15,60.2622,37.9763,24.93,97,100,7.87
350,Tocopilla,CL,2022-03-06 19:04:16,-22.092,-70.1979,73.31,77,37,7.52
351,Tazovskiy,RU,2022-03-06 19:04:16,67.4667,78.7,-41.28,100,72,3.11
352,Krasyukovskaya,RU,2022-03-06 19:04:17,47.5522,40.1088,34.72,74,0,6.71
353,Sunndalsora,NO,2022-03-06 19:04:17,62.6754,8.5515,41.65,94,96,5.59
354,Bayan,CN,2022-03-06 19:04:17,46.0833,127.4,2.48,97,100,3.18
355,Bontang,ID,2022-03-06 19:04:18,0.1333,117.5,76.64,88,100,3.27
356,Saint-Augustin,CA,2022-03-06 19:04:18,51.226,-58.6502,19.27,70,99,6.96
357,Aripuana,BR,2022-03-06 19:00:14,-9.1667,-60.6333,74.34,98,100,2.08
358,Petropavlovsk-Kamchatskiy,RU,2022-03-06 19:03:19,53.0452,158.6483,16.39,79,75,2.24
359,Komsomolskiy,UZ,2022-03-06 19:04:19,40.4272,71.7189,52.52,62,75,6.91
360,Fiumicino,IT,2022-03-06 19:04:20,41.7675,12.2291,47.75,48,0,9.22
361,Inhambane,MZ,2022-03-06 19:05:20,-23.865,35.3833,76.28,79,63,11.97
362,Mehamn,NO,2022-03-06 19:03:10,71.0357,27.8492,19.35,79,0,11.5
363,Zabol,AF,2022-03-06 19:05:21,32.25,67.25,46.29,72,89,1.61
364,Harlingen,US,2022-03-06 19:01:14,26.1906,-97.6961,83.34,36,100,20.71
365,Pecos,US,2022-03-06 19:05:22,31.4229,-103.4932,80.69,2,0,26.46
366,De Aar,ZA,2022-03-06 19:05:22,-30.6497,24.0123,62.78,84,100,11.95
367,La Rioja,ES,2022-03-06 19:03:22,42.25,-2.5,38.32,85,94,1.9
368,Maarianhamina,AX,2022-03-06 19:05:23,60.0973,19.9348,39.06,56,0,12.66
369,Avera,US,2022-03-06 19:05:23,33.194,-82.5271,82.27,43,0,9.95
370,Ketchikan,US,2022-03-06 19:05:24,55.3422,-131.6461,43.27,87,75,11.5
371,Brownwood,US,2022-03-06 19:03:49,31.7093,-98.9912,76.32,80,100,14.97
372,Ndende,GA,2022-03-06 19:05:24,-2.4008,11.3581,77.0,94,100,2.3
373,Aras,ES,2022-03-06 19:05:24,42.5617,-2.356,40.8,75,20,2.3
374,Ayutla,MX,2022-03-06 19:05:25,20.1167,-104.3333,81.45,17,0,6.76
375,Abu Samrah,SY,2022-03-06 19:05:25,35.3029,37.1841,47.16,80,98,20.78
376,Magadan,RU,2022-03-06 19:00:33,59.5667,150.8,-6.02,82,66,7.87
377,Clyde River,CA,2022-03-06 19:05:26,70.4692,-68.5914,-4.45,81,6,8.57
378,Vestmannaeyjar,IS,2022-03-06 19:05:26,63.4427,-20.2734,38.98,54,100,20.27
379,Alihe,CN,2022-03-06 19:05:27,50.5667,123.7167,8.73,96,99,2.39
380,Kargasok,RU,2022-03-06 19:05:27,59.0556,80.8572,14.63,95,100,12.86
381,Conakry,GN,2022-03-06 19:05:28,9.538,-13.6773,82.36,70,97,11.18
382,Lae,PG,2022-03-06 19:05:28,-6.7221,146.9847,75.2,90,100,5.77
383,Nikolayevka,RU,2022-03-06 19:05:28,53.1257,47.2041,10.2,94,75,4.61
384,Mackenzie,CA,2022-03-06 19:05:29,55.2999,-123.1698,30.29,95,100,5.84
385,Rapid Valley,US,2022-03-06 19:05:29,44.0625,-103.1463,31.6,58,0,25.32
386,Chelmsford,GB,2022-03-06 19:00:32,51.7357,0.4696,43.05,75,7,9.06
387,Nanortalik,GL,2022-03-06 19:05:30,60.1432,-45.2371,23.68,88,100,10.98
388,Zhuhai,CN,2022-03-06 19:05:30,22.2769,113.5678,70.7,88,40,6.91
389,Batamshinskiy,KZ,2022-03-06 19:05:31,50.5594,58.2747,15.1,93,100,18.92
390,Asasa,ET,2022-03-06 19:05:31,7.1,39.2,58.71,35,100,2.37
391,Karratha,AU,2022-03-06 19:05:31,-20.7377,116.8463,83.79,68,0,12.91
392,Annamalainagar,IN,2022-03-06 19:05:32,11.4,79.7333,74.7,84,100,14.92
393,Codrington,AU,2022-03-06 19:05:32,-38.2667,141.9667,55.38,86,7,8.23
394,Ambulu,ID,2022-03-06 19:05:33,-8.345,113.6058,76.5,90,97,2.44
395,Boca Do Acre,BR,2022-03-06 19:05:33,-8.7522,-67.3978,77.99,95,100,1.99
396,Flinders,AU,2022-03-06 19:05:33,-34.5833,150.8552,74.21,95,99,4.0
397,Gat,IL,2022-03-06 19:05:34,31.61,34.7642,63.28,20,0,10.36
398,Banjar,ID,2022-03-06 19:05:34,-8.19,114.9675,78.66,89,100,4.7
399,Berdigestyakh,RU,2022-03-06 19:05:35,62.0989,126.6992,2.95,97,100,4.68
400,The Valley,AI,2022-03-06 19:05:35,18.217,-63.0578,80.74,65,75,19.57
401,Esperance,AU,2022-03-06 19:05:35,-33.8667,121.9,62.28,90,2,7.7
402,Muros,ES,2022-03-06 19:05:36,42.7762,-9.0603,50.09,70,6,14.81
403,Najran,SA,2022-03-06 19:05:36,17.4924,44.1277,69.1,13,6,3.36
404,Ust-Maya,RU,2022-03-06 19:05:37,60.4167,134.5333,-25.01,100,100,0.54
405,Dingle,PH,2022-03-06 19:05:37,10.9995,122.6711,74.52,87,100,8.88
406,Vanimo,PG,2022-03-06 19:05:37,-2.6741,141.3028,76.82,88,94,3.0
407,Bogale,MM,2022-03-06 19:05:38,16.2833,95.4,75.11,51,5,4.16
408,Cayenne,GF,2022-03-06 19:05:38,4.9333,-52.3333,77.09,91,75,5.75
409,Loralai,PK,2022-03-06 19:06:38,30.3705,68.598,53.94,67,100,1.95
410,Rumia,PL,2022-03-06 19:06:39,54.5709,18.388,34.9,76,85,6.76
411,Jucuaran,SV,2022-03-06 19:06:39,13.2539,-88.2478,91.85,32,15,7.78
412,Esna,EG,2022-03-06 19:06:09,25.2934,32.554,79.52,12,42,13.02
413,Denpasar,ID,2022-03-06 19:06:40,-8.65,115.2167,78.46,94,40,1.14
414,Pelaya,CO,2022-03-06 19:06:40,8.6882,-73.6645,92.66,44,38,6.02
415,Upata,VE,2022-03-06 19:06:41,8.0086,-62.3989,86.2,47,99,2.44
416,Coquimbo,CL,2022-03-06 19:05:40,-29.9533,-71.3436,69.53,52,0,13.8
417,Korla,CN,2022-03-06 19:06:42,41.7597,86.1469,44.17,34,93,6.13
418,Okhotsk,RU,2022-03-06 19:06:42,59.3833,143.3,-8.12,96,27,6.78
419,Bud,US,2022-03-06 19:06:42,39.447,-86.1758,62.02,55,98,14.85
420,Biloela,AU,2022-03-06 19:06:43,-24.4167,150.5,71.2,70,2,7.47
421,Ballina,AU,2022-03-06 19:06:43,-28.8667,153.5667,71.02,99,84,5.46
422,Jumla,NP,2022-03-06 19:06:44,29.2747,82.1838,43.88,44,100,5.73
423,Mareeba,AU,2022-03-06 19:06:44,-17.0,145.4333,77.72,89,48,3.36
424,Morgan Hill,US,2022-03-06 19:06:44,37.1305,-121.6544,61.39,52,0,1.01
425,Rocha,UY,2022-03-06 19:06:45,-34.4833,-54.3333,77.05,67,100,9.01
426,Sao Felix Do Xingu,BR,2022-03-06 19:06:45,-6.6447,-51.995,81.03,84,81,1.07
427,Beringovskiy,RU,2022-03-06 19:06:46,63.05,179.3167,25.05,96,100,14.88
428,Taoudenni,ML,2022-03-06 19:06:46,22.6783,-3.9836,78.22,15,0,8.99
429,Darhan,MN,2022-03-06 19:06:46,49.4867,105.9228,18.59,88,100,5.5
430,Kingaroy,AU,2022-03-06 19:06:47,-26.5333,151.8333,67.12,61,89,1.16
431,Chiang Klang,TH,2022-03-06 19:06:47,19.2938,100.8617,77.99,59,10,0.63
432,Disna,BY,2022-03-06 19:06:48,55.568,28.1971,28.47,89,100,6.29
433,Ituango,CO,2022-03-06 19:06:48,7.1712,-75.764,66.99,92,96,0.54
434,Lensk,RU,2022-03-06 19:06:48,60.7253,114.9278,-14.69,100,72,3.13
435,Spiridonovka,RU,2022-03-06 19:06:49,53.0925,50.6462,11.41,99,25,5.35
436,Korem,ET,2022-03-06 19:06:49,12.5058,39.5228,57.29,39,13,4.85
437,Coihaique,CL,2022-03-06 19:02:06,-45.5752,-72.0662,52.02,84,100,1.77
438,Tiarei,PF,2022-03-06 19:06:50,-17.5333,-149.3333,82.42,76,20,14.85
439,Taltal,CL,2022-03-06 19:06:50,-25.4,-70.4833,71.1,73,23,7.27
440,Nizhniy Tsasuchey,RU,2022-03-06 19:06:51,50.5167,115.1333,12.4,90,100,2.33
441,Caravelas,BR,2022-03-06 19:06:51,-17.7125,-39.2481,82.81,65,100,8.57
442,Ibra,OM,2022-03-06 19:06:52,22.6906,58.5334,71.04,58,3,6.22
443,Ca Mau,VN,2022-03-06 19:06:52,9.1769,105.15,78.24,84,74,5.5
444,Yakymivka,UA,2022-03-06 19:06:52,46.6897,35.1536,31.24,73,6,2.53
445,Lavrentiya,RU,2022-03-06 19:06:53,65.5833,-171.0,-1.21,95,100,6.89
446,Vaitape,PF,2022-03-06 19:06:54,-16.5167,-151.75,81.66,72,88,13.02
447,Tianpeng,CN,2022-03-06 19:06:54,30.9866,103.9393,52.56,74,0,3.94
448,Crotone,IT,2022-03-06 19:06:54,39.0851,17.1178,45.19,78,100,3.51
449,Otavi,NA,2022-03-06 19:06:55,-19.65,17.3333,64.53,87,98,2.82
450,Shillong,IN,2022-03-06 19:06:55,25.5689,91.8831,52.18,44,0,1.16
451,Yar-Sale,RU,2022-03-06 19:06:56,66.8333,70.8333,-26.05,100,88,8.63
452,Amazar,RU,2022-03-06 19:06:56,53.858,120.875,-2.15,100,100,2.01
453,Morondava,MG,2022-03-06 19:07:56,-20.2833,44.2833,82.78,83,0,9.33
454,Mersin,TR,2022-03-06 19:07:57,36.862,34.6509,51.15,83,10,7.36
455,Tacuarembo,UY,2022-03-06 19:07:57,-31.7333,-55.9833,72.77,93,100,3.29
456,Destin,US,2022-03-06 19:04:10,30.3935,-86.4958,82.65,79,0,14.97
457,Arlit,NE,2022-03-06 19:07:58,18.7369,7.3853,86.34,13,55,9.51
458,Kalmunai,LK,2022-03-06 19:07:58,7.4167,81.8167,77.41,82,74,1.99
459,Artyom,AZ,2022-03-06 19:07:59,40.4723,50.333,39.34,84,100,22.97
460,Batesville,US,2022-03-06 19:07:59,35.7698,-91.641,73.62,81,100,6.91
461,Bolanos De Calatrava,ES,2022-03-06 19:08:00,38.9069,-3.6635,46.72,88,75,2.3
462,Lasa,IT,2022-03-06 19:08:00,46.6166,10.7002,35.51,91,97,4.25
463,Gornyy,RU,2022-03-06 19:08:00,55.1153,83.9059,34.79,98,100,20.83
464,Delmiro Gouveia,BR,2022-03-06 19:08:01,-9.3886,-37.9992,85.95,51,97,12.66
465,Myanaung,MM,2022-03-06 19:08:02,18.2833,95.3167,76.98,23,71,4.27
466,Nantucket,US,2022-03-06 19:08:02,41.2835,-70.0995,53.13,93,100,21.85
467,Rio Gallegos,AR,2022-03-06 19:04:53,-51.6226,-69.2181,57.25,33,40,8.05
468,Egvekinot,RU,2022-03-06 19:08:02,66.3167,-179.1667,5.76,85,100,8.95
469,Bundaberg,AU,2022-03-06 19:08:03,-24.85,152.35,73.69,99,100,2.3
470,Naze,JP,2022-03-06 19:08:03,28.3667,129.4833,53.42,65,100,8.01
471,Malindi,KE,2022-03-06 19:08:04,-3.2175,40.1191,77.67,87,48,8.52
472,Smoky Lake,CA,2022-03-06 19:04:07,54.1169,-112.4686,21.81,89,81,5.1
473,Tevaitoa,PF,2022-03-06 19:08:04,-16.7833,-151.5,81.46,73,22,13.24
474,Sumter,US,2022-03-06 19:08:05,28.7086,-82.0831,88.02,43,4,12.03
475,Gol,NO,2022-03-06 19:08:05,60.7014,8.9457,16.72,93,21,4.32
476,Honningsvag,NO,2022-03-06 19:08:06,70.9821,25.9704,26.35,68,0,16.11
477,Bubaque,GW,2022-03-06 19:08:06,11.2833,-15.8333,75.61,72,82,19.62
478,Mormugao,IN,2022-03-06 19:08:07,15.4,73.8,77.65,69,5,3.78
479,Hornepayne,CA,2022-03-06 19:08:07,49.2138,-84.7705,25.79,89,100,11.16
480,Ko Samui,TH,2022-03-06 19:08:07,9.5357,99.9357,82.09,77,10,8.23
481,Nara,JP,2022-03-06 19:05:55,34.6851,135.8049,37.49,52,51,5.7
482,Ushtobe,KZ,2022-03-06 19:08:08,45.2514,77.9838,47.82,74,100,17.38
483,George Town,MY,2022-03-06 19:08:08,5.4112,100.3354,78.73,83,20,4.61
484,Puerto Plata,DO,2022-03-06 19:08:09,19.7934,-70.6884,83.44,83,40,13.8
485,Indiaroba,BR,2022-03-06 19:08:09,-11.5192,-37.5117,81.01,74,96,6.78
486,Port Hedland,AU,2022-03-06 19:08:10,-20.3167,118.5667,80.65,89,25,3.44
487,Rosarito,MX,2022-03-06 19:08:10,32.3333,-117.0333,62.64,55,15,9.73
488,Barra Do Garcas,BR,2022-03-06 19:08:10,-15.89,-52.2567,82.78,69,95,7.07
489,Myrtle Beach,US,2022-03-06 19:08:11,33.6891,-78.8867,84.27,71,0,14.97
490,Sanger,US,2022-03-06 19:08:11,36.708,-119.556,57.02,55,40,1.99
491,Yaan,NG,2022-03-06 19:08:12,7.3833,8.5667,83.95,56,100,9.91
492,Pamanukan,ID,2022-03-06 19:08:12,-6.2842,107.8106,76.19,92,100,5.1
493,Praia,CV,2022-03-06 19:06:02,14.9215,-23.5087,72.14,64,20,21.85
494,Itarema,BR,2022-03-06 19:08:13,-2.9248,-39.9167,83.12,68,82,14.03
495,Yakima,US,2022-03-06 19:05:41,46.4665,-120.6678,52.56,46,0,3.44
496,Kita,ML,2022-03-06 19:08:13,13.0349,-9.4895,87.44,11,55,4.81
497,Viedma,AR,2022-03-06 19:08:14,-40.8135,-62.9967,81.3,15,100,17.2
498,Severodvinsk,RU,2022-03-06 19:08:14,64.5635,39.8302,8.71,92,100,11.36
499,Faya,SA,2022-03-06 19:09:14,18.3851,42.4509,59.52,69,13,1.3
500,Phan Thiet,VN,2022-03-06 19:09:15,10.9333,108.1,74.62,86,91,6.6
501,Xiaoweizhai,CN,2022-03-06 19:09:15,26.1903,107.5125,49.66,94,42,3.91
502,Krasnaya Gora,RU,2022-03-06 19:09:16,52.9995,31.6023,28.31,79,13,6.38
503,Falam,MM,2022-03-06 19:09:16,22.9167,93.6833,53.64,36,7,1.83
504,Dong Hoi,VN,2022-03-06 19:09:16,17.4833,106.6,74.21,96,100,4.88
505,Kutum,SD,2022-03-06 19:09:17,14.2,24.6667,79.32,11,18,10.02
506,San Jose,US,2022-03-06 19:07:07,37.3394,-121.895,62.01,51,20,7.0
507,Mogadouro,PT,2022-03-06 19:09:17,41.3403,-6.7119,41.79,57,16,4.38
508,Bilibino,RU,2022-03-06 19:09:18,68.0546,166.4372,-23.67,97,20,4.76
509,Plastun,RU,2022-03-06 19:09:18,44.7561,136.2939,16.18,85,99,8.7
510,Katastarion,GR,2022-03-06 19:09:19,37.8333,20.7667,52.11,62,100,12.46
511,Boppard,DE,2022-03-06 19:09:19,50.2308,7.5899,38.79,45,95,8.05
512,Santa Marta,CO,2022-03-06 19:09:20,11.2408,-74.199,98.35,55,20,5.75
513,Huntington,US,2022-03-06 19:09:20,38.4193,-82.4452,67.32,91,100,5.75
514,Seoul,KR,2022-03-06 19:07:19,37.5683,126.9778,29.64,30,100,0.96
515,Talnakh,RU,2022-03-06 19:09:20,69.4865,88.3972,-28.7,98,40,2.55
516,Hambantota,LK,2022-03-06 19:09:21,6.1241,81.1185,77.34,100,40,3.44
517,Gizo,SB,2022-03-06 19:09:21,-8.103,156.8419,82.09,75,100,2.06
518,Yelahanka,IN,2022-03-06 19:09:22,13.1075,77.6003,66.29,68,20,8.05
519,Bafoussam,CM,2022-03-06 19:09:22,5.4737,10.4179,71.6,56,97,3.62
520,Am Timan,TD,2022-03-06 19:09:23,11.0297,20.2827,93.16,10,85,1.1
521,Ende,ID,2022-03-06 19:09:23,-8.8432,121.6623,77.99,88,100,1.1
522,Athlone,IE,2022-03-06 19:09:23,53.4333,-7.95,39.78,87,9,7.52
523,Lorengau,PG,2022-03-06 19:09:24,-2.0226,147.2712,79.39,83,97,9.24
524,Latung,PH,2022-03-06 19:09:24,5.5,120.8833,81.41,79,100,15.48
525,Oistins,BB,2022-03-06 19:09:25,13.0667,-59.5333,82.49,61,75,24.16
526,Kachug,RU,2022-03-06 19:09:25,53.9606,105.8817,15.76,97,100,1.74
527,Nalut,LY,2022-03-06 19:09:26,30.3333,10.85,58.5,24,76,6.96
528,Wasseiges,BE,2022-03-06 19:09:26,50.6237,5.0062,37.47,73,7,10.78
529,Sitka,US,2022-03-06 19:09:26,57.0531,-135.33,42.69,87,100,11.5
530,Dalnegorsk,RU,2022-03-06 19:09:27,44.5604,135.5701,13.6,89,63,6.53
531,Cadillac,US,2022-03-06 19:09:27,44.2519,-85.4012,35.51,87,100,14.97
532,Tashla,RU,2022-03-06 19:09:27,51.7716,52.7427,6.24,94,32,7.52
533,Khudumelapye,BW,2022-03-06 19:09:28,-23.8833,24.75,76.87,36,93,5.91
534,Sungurlu,TR,2022-03-06 19:09:28,40.1675,34.3739,38.86,79,38,2.21
535,Verkhnyaya Inta,RU,2022-03-06 19:09:29,65.9811,60.3094,-27.49,100,48,5.75
536,Dasoguz,TM,2022-03-06 19:09:12,41.8363,59.9666,46.51,41,100,9.71
537,Vila Franca Do Campo,PT,2022-03-06 19:09:29,37.7167,-25.4333,64.2,84,97,9.84
538,Gondanglegi,ID,2022-03-06 19:09:30,-7.7479,112.0132,75.36,92,100,4.9
539,Kokopo,PG,2022-03-06 19:09:30,-4.352,152.2633,76.3,87,69,4.16
540,Imbituba,BR,2022-03-06 19:09:30,-28.24,-48.6703,91.29,74,7,2.75
541,Ilheus,BR,2022-03-06 19:09:31,-14.7889,-39.0494,82.83,64,42,8.28
542,Kattivakkam,IN,2022-03-06 19:09:31,13.2167,80.3167,83.07,72,100,12.08
543,Voyvozh,RU,2022-03-06 19:09:32,62.892,54.9635,-12.23,100,90,3.87
544,Kitimat,CA,2022-03-06 19:09:32,54.0524,-128.6534,37.78,85,60,1.74
545,Wamba,NG,2022-03-06 19:09:33,8.9333,8.6,87.31,34,64,1.99
546,Turayf,SA,2022-03-06 19:10:33,31.6725,38.6637,63.27,39,0,9.04
547,San Juan,AR,2022-03-06 19:09:39,-31.5375,-68.5364,87.78,26,0,4.52
548,Guhagar,IN,2022-03-06 19:10:34,17.4842,73.1929,79.16,60,95,5.17
549,Manokwari,ID,2022-03-06 19:10:34,-0.8667,134.0833,78.71,82,100,3.67
550,Arica,CL,2022-03-06 19:10:34,-18.475,-70.3042,83.75,64,0,16.11
